return_id,order_id,product_id,return_quantity,return_date,return_reason,refund_amount
RET-019003,298586,1215,1,2015-07-22,changed_mind,3239.78
RET-019004,298608,2331,6,2015-07-15,late_delivery,35582.24
RET-019005,298609,2091,2,2015-07-20,changed_mind,2984.56
RET-019006,298662,1217,1,2015-07-16,wrong_size,5200.25
RET-019007,298665,965,3,2015-07-15,late_delivery,13004.52
RET-019008,298672,1989,4,2015-07-21,changed_mind,13817.8
RET-019009,298689,2212,5,2015-07-10,not_as_described,4013.87
RET-019010,298715,791,2,2015-07-09,defective,1271.11
RET-019011,298715,792,2,2015-07-14,wrong_size,1214.44
RET-019012,298734,2016,2,2015-07-09,wrong_size,5630.05
RET-019013,298747,1916,5,2015-07-21,not_as_described,13184.8
RET-019015,298809,76,4,2015-07-20,late_delivery,32574.21
RET-019016,298824,396,5,2015-07-12,not_as_described,41078.45
RET-019017,298835,2331,2,2015-07-22,not_as_described,12093.91
RET-019018,298870,2086,3,2015-07-12,wrong_size,6508.16
RET-019019,298882,863,4,2015-07-19,wrong_size,11492.37
RET-019020,298893,637,1,2015-07-23,wrong_size,7952.05
RET-019022,298923,2334,5,2015-07-27,wrong_size,17232.52
RET-019024,298975,792,3,2015-07-21,defective,1921.46
RET-019025,298999,1920,6,2015-07-23,changed_mind,15088.44
RET-019026,299003,927,5,2015-07-06,not_as_described,21293.18
RET-019027,299007,1124,1,2015-07-19,defective,5744.65
RET-019030,299066,2332,7,2015-07-13,changed_mind,31093.3
RET-019031,299089,826,1,2015-07-20,defective,8764.6
RET-019032,299176,2387,1,2015-07-21,not_as_described,4756.43
RET-019033,299194,2045,1,2015-07-13,changed_mind,4054.53
RET-019036,299237,1203,2,2015-07-24,defective,5889.68
RET-019037,299240,1124,2,2015-07-23,wrong_size,13440.08
RET-019038,299249,804,1,2015-07-20,defective,1308.5
RET-019040,299279,1920,1,2015-07-10,wrong_size,2401.57
RET-019041,299308,927,2,2015-07-10,defective,8850.79
RET-019042,299330,2331,1,2015-07-18,defective,5311.17
RET-019044,299343,2049,3,2015-07-24,not_as_described,12632.22
RET-019046,299423,976,3,2015-07-15,defective,8396.39
RET-019047,299429,977,2,2015-07-25,late_delivery,9052.27
RET-019050,299491,2284,4,2015-07-09,not_as_described,12700.34
RET-019051,299525,2387,5,2015-07-22,wrong_size,21457.29
RET-019052,299544,927,2,2015-07-20,changed_mind,8105.93
RET-019054,299576,1916,1,2015-07-16,wrong_size,2735.8
RET-019056,299594,495,1,2015-07-18,defective,7181.5
RET-019057,299609,2058,4,2015-07-26,wrong_size,10252.15
RET-019058,299673,1005,7,2015-07-14,wrong_size,7642.78
RET-019060,299767,2045,1,2015-07-16,wrong_size,3913.58
RET-019061,299784,967,2,2015-07-16,wrong_size,13182.05
RET-019062,299786,605,2,2015-07-20,wrong_size,7517.12
RET-019063,299791,1000,3,2015-07-20,wrong_size,2620.6
RET-019065,299813,2331,5,2015-07-14,not_as_described,28839.72
RET-019066,299824,1964,2,2015-07-11,changed_mind,1595.77
RET-019067,299834,445,5,2015-07-19,late_delivery,42324.15
RET-019068,299858,993,1,2015-07-22,changed_mind,2921.8
RET-019070,299897,927,2,2015-07-09,wrong_size,8886.04
RET-019071,299906,2073,1,2015-07-09,wrong_size,3204.56
RET-019072,299919,2045,2,2015-07-22,wrong_size,8346.61
RET-019074,299947,631,1,2015-07-19,defective,3294.35
RET-019077,300015,791,8,2015-07-12,wrong_size,5272.85
RET-019079,300066,769,3,2015-07-13,not_as_described,8011.98
RET-019080,300066,770,5,2015-07-20,not_as_described,12525.37
RET-019081,300107,1517,1,2015-07-17,changed_mind,1649.58
RET-019082,300131,791,1,2015-07-12,not_as_described,598.0
RET-019083,300146,2284,8,2015-07-18,defective,24076.79
RET-019084,300148,794,3,2015-07-19,wrong_size,2327.69
RET-019085,300194,2238,2,2015-07-26,not_as_described,2355.26
RET-019087,300220,804,1,2015-07-12,defective,1561.91
RET-019088,300249,2332,1,2015-07-25,defective,4397.27
RET-019089,300265,499,8,2015-07-24,wrong_size,65238.74
RET-019090,300278,264,5,2015-07-28,not_as_described,28759.73
RET-019091,300323,992,3,2015-07-15,wrong_size,7606.55
RET-019093,300368,992,7,2015-07-26,wrong_size,19495.1
RET-019094,300421,792,1,2015-08-01,not_as_described,659.49
RET-019095,300460,2016,2,2015-07-22,wrong_size,6176.22
RET-019099,300480,2064,5,2015-07-26,not_as_described,26116.44
RET-019100,300481,977,3,2015-07-09,late_delivery,13640.94
RET-019102,300491,467,1,2015-07-21,changed_mind,7883.36
RET-019103,300503,670,2,2015-07-22,wrong_size,16615.07
RET-019104,300538,396,2,2015-07-28,defective,17372.32
RET-019105,300539,467,1,2015-07-09,defective,8178.86
RET-019107,300583,788,3,2015-07-10,not_as_described,9406.23
RET-019108,300586,1217,5,2015-07-11,changed_mind,27208.28
RET-019109,300592,2180,1,2015-07-22,changed_mind,4181.8
RET-019110,300619,2237,4,2015-07-11,defective,7078.14
RET-019111,300627,981,2,2015-07-30,wrong_size,3237.92
RET-019112,300663,1962,1,2015-07-19,late_delivery,1436.47
RET-019113,300673,735,1,2015-07-23,defective,3544.32
RET-019114,300678,2098,1,2015-07-13,wrong_size,2782.3
RET-019115,300712,2331,3,2015-07-19,wrong_size,17879.87
RET-019116,300735,791,4,2015-07-25,defective,2205.64
RET-019117,300735,792,4,2015-07-10,wrong_size,2303.42
RET-019119,300794,475,7,2015-07-22,changed_mind,62183.6
RET-019120,300817,432,5,2015-07-15,wrong_size,43867.51
RET-019122,300845,792,2,2015-07-30,late_delivery,1209.26
RET-019124,300900,2067,1,2015-07-09,defective,5332.6
RET-019125,300919,819,1,2015-07-09,wrong_size,10253.74
RET-019126,300939,2254,1,2015-07-29,wrong_size,569.9
RET-019127,300939,2255,2,2015-07-17,wrong_size,1088.58
RET-019129,300980,2396,2,2015-07-23,wrong_size,1751.46
RET-019130,300983,965,3,2015-07-15,wrong_size,13034.9
RET-019131,300987,965,1,2015-07-31,wrong_size,4729.97
RET-019134,301123,762,4,2015-07-29,not_as_described,6838.19
RET-019135,301139,793,2,2015-07-28,changed_mind,1494.65
RET-019137,301151,546,6,2015-07-21,wrong_size,77098.71
RET-019138,301157,2239,2,2015-07-12,changed_mind,2159.28
RET-019139,301171,2239,4,2015-07-19,not_as_described,4581.02
RET-019141,301179,907,1,2015-07-17,wrong_size,5811.62
RET-019142,301187,2055,1,2015-07-18,wrong_size,5240.05
RET-019143,301217,2354,5,2015-07-17,defective,17068.35
RET-019144,301217,2396,6,2015-07-10,defective,5599.46
RET-019145,301236,981,1,2015-07-17,not_as_described,1589.43
RET-019147,301254,826,1,2015-07-11,changed_mind,9935.82
RET-019150,301317,760,6,2015-07-22,not_as_described,9094.86
RET-019153,301357,1994,2,2015-07-17,defective,10795.69
RET-019154,301363,764,3,2015-07-26,wrong_size,8213.26
RET-019158,301383,793,3,2015-07-13,changed_mind,2226.39
RET-019159,301383,794,1,2015-07-19,wrong_size,756.97
RET-019160,301395,2054,4,2015-07-26,changed_mind,21645.97
RET-019161,301398,826,1,2015-07-25,not_as_described,9520.53
RET-019162,301404,791,4,2015-07-31,not_as_described,2645.02
RET-019163,301404,792,2,2015-07-18,late_delivery,1304.77
RET-019164,301441,1974,1,2015-07-12,defective,512.04
RET-019165,301441,1975,1,2015-07-29,wrong_size,555.68
RET-019166,301469,591,6,2015-07-23,defective,50671.69
RET-019167,301486,2332,3,2015-07-15,changed_mind,13085.35
RET-019168,301489,1119,2,2015-07-23,defective,5316.63
RET-019169,301492,791,1,2015-07-19,wrong_size,604.12
RET-019171,301561,2332,5,2015-07-12,not_as_described,21784.81
RET-019172,301586,927,6,2015-07-15,changed_mind,28492.49
RET-019173,301590,1809,2,2015-07-23,not_as_described,4360.35
RET-019175,301622,1962,2,2015-07-15,not_as_described,2997.2
RET-019176,301622,1963,3,2015-07-12,late_delivery,3826.8
RET-019177,301654,910,3,2015-07-18,late_delivery,11349.5
RET-019178,301661,763,2,2015-07-09,changed_mind,5691.68
RET-019179,301661,2091,1,2015-07-20,wrong_size,1577.96
RET-019181,301667,759,3,2015-07-18,not_as_described,4588.74
RET-019182,301667,2073,3,2015-07-14,wrong_size,10317.38
RET-019183,301669,981,1,2015-07-15,late_delivery,1428.73
RET-019184,301681,1017,4,2015-07-08,wrong_size,10894.59
RET-019185,301706,644,2,2015-07-20,not_as_described,14843.04
RET-019186,301758,1017,1,2015-07-19,defective,2565.75
RET-019187,301765,2054,6,2015-07-25,not_as_described,33793.7
RET-019190,301837,2090,7,2015-07-20,changed_mind,23202.63
RET-019191,301863,445,1,2015-07-24,changed_mind,8042.42
RET-019195,301916,675,1,2015-07-12,defective,6471.62
RET-019196,301928,635,1,2015-07-27,defective,7817.43
RET-019197,301941,778,1,2015-07-18,late_delivery,1214.34
RET-019198,301982,985,8,2015-07-20,wrong_size,50439.29
RET-019200,302013,422,1,2015-07-23,not_as_described,8079.3
RET-019201,302038,1588,3,2015-07-22,not_as_described,8518.29
RET-019202,302054,2055,1,2015-08-05,wrong_size,5579.69
RET-019203,302068,1518,1,2015-07-27,not_as_described,1758.78
RET-019204,302093,2396,1,2015-07-19,changed_mind,916.44
RET-019205,302118,981,2,2015-07-31,defective,2954.54
RET-019207,302207,445,3,2015-07-25,defective,24504.13
RET-019208,302225,760,2,2015-07-31,defective,2786.35
RET-019209,302229,792,6,2015-07-14,defective,3573.97
RET-019211,302311,1892,2,2015-07-18,changed_mind,16520.37
RET-019212,302327,1124,3,2015-07-29,defective,20488.61
RET-019213,302346,1165,3,2015-08-02,wrong_size,16239.44
RET-019214,302378,604,4,2015-07-18,changed_mind,17781.05
RET-019215,302395,2218,1,2015-07-22,defective,1283.06
RET-019216,302395,2219,1,2015-07-28,wrong_size,1363.27
RET-019217,302397,2067,7,2015-07-19,defective,36222.05
RET-019219,302451,1226,5,2015-07-28,changed_mind,24639.45
RET-019220,302466,605,3,2015-08-06,defective,11300.0
RET-019222,302534,1153,7,2015-07-20,not_as_described,25617.03
RET-019224,302545,689,8,2015-07-14,changed_mind,27168.57
RET-019225,302563,1215,4,2015-07-29,wrong_size,12759.67
RET-019226,302592,499,3,2015-07-20,not_as_described,24490.01
RET-019228,302630,1085,4,2015-08-06,changed_mind,3167.87
RET-019229,302630,1086,2,2015-07-22,wrong_size,1732.99
RET-019230,302688,1000,5,2015-08-04,wrong_size,4428.5
RET-019231,302698,1182,3,2015-07-23,not_as_described,5070.81
RET-019232,302739,683,1,2015-07-21,defective,8387.8
RET-019233,302748,488,5,2015-07-26,wrong_size,46800.67
RET-019235,302831,604,1,2015-08-01,defective,4463.84
RET-019237,302893,647,1,2015-08-05,defective,8591.23
RET-019238,302926,2388,3,2015-07-30,not_as_described,7754.91
RET-019240,302952,534,1,2015-08-03,wrong_size,4802.79
RET-019241,302953,2332,2,2015-07-20,wrong_size,8782.46
RET-019242,302957,907,1,2015-08-07,late_delivery,5448.61
RET-019243,302964,2055,1,2015-07-30,not_as_described,5833.53
RET-019246,303040,495,3,2015-07-27,changed_mind,19160.53
RET-019247,303048,475,6,2015-08-06,wrong_size,63360.9
RET-019248,303066,400,4,2015-07-23,wrong_size,30646.68
RET-019249,303089,971,2,2015-08-02,wrong_size,22462.73
RET-019252,303145,115,4,2015-07-26,defective,31553.39
RET-019253,303153,689,4,2015-08-01,not_as_described,12925.11
RET-019254,303171,93,2,2015-07-24,defective,19274.63
RET-019255,303174,927,4,2015-07-28,wrong_size,16982.42
RET-019257,303198,1182,2,2015-07-30,wrong_size,3212.76
RET-019258,303208,2353,3,2015-07-23,not_as_described,11299.94
RET-019260,303239,1964,1,2015-08-02,not_as_described,853.5
RET-019261,303250,445,3,2015-08-03,late_delivery,24111.82
RET-019262,303250,460,1,2015-07-31,changed_mind,8524.85
RET-019263,303255,499,3,2015-08-05,wrong_size,24108.83
RET-019264,303263,2269,8,2015-07-24,changed_mind,22125.35
RET-019265,303296,1483,1,2015-07-21,wrong_size,792.14
RET-019266,303296,1484,1,2015-07-25,wrong_size,677.8
RET-019267,303301,546,4,2015-07-26,not_as_described,48140.78
RET-019269,303350,475,1,2015-07-24,wrong_size,9543.56
RET-019270,303351,657,2,2015-07-29,defective,18051.75
RET-019271,303355,604,3,2015-08-03,changed_mind,15031.95
RET-019272,303356,600,2,2015-07-27,changed_mind,14181.74
RET-019273,303388,933,3,2015-07-27,changed_mind,15474.03
RET-019274,303421,778,1,2015-08-01,wrong_size,1147.67
RET-019275,303433,1085,1,2015-08-06,wrong_size,830.86
RET-019276,303433,1086,1,2015-07-22,not_as_described,868.58
RET-019277,303476,2331,7,2015-08-07,wrong_size,40372.12
RET-019278,303502,2092,1,2015-07-28,wrong_size,3123.61
RET-019279,303529,622,2,2015-07-30,wrong_size,15762.55
RET-019280,303535,2090,1,2015-08-01,defective,3324.92
RET-019281,303536,910,4,2015-07-30,not_as_described,16887.79
RET-019282,303552,1187,4,2015-08-04,wrong_size,17310.91
RET-019283,303564,683,1,2015-08-03,wrong_size,8129.84
RET-019287,303597,981,5,2015-08-07,wrong_size,7323.15
RET-019288,303603,819,1,2015-07-23,wrong_size,10713.69
RET-019289,303605,1217,1,2015-07-29,not_as_described,5178.73
RET-019290,303626,641,2,2015-07-30,late_delivery,15879.14
RET-019291,303637,657,1,2015-08-06,defective,7464.26
RET-019293,303679,2099,4,2015-07-23,late_delivery,14497.59
RET-019294,303680,989,2,2015-07-29,not_as_described,8799.52
RET-019296,303711,1053,2,2015-07-31,defective,5110.99
RET-019298,303754,952,1,2015-07-28,wrong_size,2451.04
RET-019299,303759,1144,2,2015-08-05,not_as_described,7801.15
RET-019300,303768,2099,1,2015-07-31,late_delivery,3742.96
RET-019301,303811,2218,2,2015-08-11,not_as_described,2593.82
RET-019302,303811,2219,1,2015-07-24,not_as_described,1346.58
RET-019303,303817,2396,4,2015-07-25,not_as_described,3302.58
RET-019304,303836,927,1,2015-07-29,wrong_size,4364.58
RET-019306,303849,647,3,2015-08-03,wrong_size,25486.03
RET-019307,303864,604,1,2015-08-08,changed_mind,4799.92
RET-019308,303894,635,1,2015-07-31,late_delivery,8519.61
RET-019309,303901,604,2,2015-08-05,wrong_size,9680.82
RET-019310,303995,1005,3,2015-07-25,late_delivery,3504.39
RET-019311,304061,432,3,2015-08-05,wrong_size,25124.97
RET-019312,304068,736,3,2015-07-21,defective,10893.91
RET-019313,304120,396,3,2015-08-03,defective,24504.24
RET-019314,304138,572,2,2015-07-31,defective,8449.01
RET-019315,304159,1000,3,2015-08-05,changed_mind,2670.89
RET-019316,304164,1519,2,2015-08-08,wrong_size,4229.67
RET-019317,304185,36,4,2015-08-12,not_as_described,16632.76
RET-019318,304200,2284,2,2015-07-28,not_as_described,5938.97
RET-019319,304201,2064,3,2015-08-07,defective,14162.04
RET-019320,304202,1859,2,2015-08-10,not_as_described,2773.95
RET-019322,304227,2327,5,2015-08-01,wrong_size,30438.24
RET-019323,304247,600,8,2015-08-02,wrong_size,51432.22
RET-019324,304250,396,3,2015-08-11,wrong_size,25518.07
RET-019326,304282,1174,6,2015-08-08,not_as_described,30922.87
RET-019327,304308,907,3,2015-08-06,defective,16027.8
RET-019328,304321,760,6,2015-08-02,defective,8724.02
RET-019329,304350,2045,2,2015-08-12,changed_mind,7339.5
RET-019330,304360,1005,3,2015-08-06,changed_mind,3267.66
RET-019331,304432,2039,2,2015-08-10,not_as_described,6963.86
RET-019332,304444,475,2,2015-08-12,changed_mind,19251.49
RET-019333,304470,977,1,2015-07-25,wrong_size,4556.92
RET-019334,304488,93,3,2015-07-31,wrong_size,28511.13
RET-019336,304499,410,2,2015-08-03,changed_mind,25733.3
RET-019337,304499,777,3,2015-08-08,late_delivery,3292.64
RET-019338,304510,2332,6,2015-07-28,not_as_described,28173.13
RET-019339,304536,491,4,2015-07-28,changed_mind,32899.16
RET-019340,304554,2254,5,2015-08-07,changed_mind,2618.74
RET-019341,304554,2255,1,2015-07-27,changed_mind,518.5
RET-019342,304575,475,1,2015-08-02,defective,9053.25
RET-019343,304578,1317,6,2015-07-22,changed_mind,16341.94
RET-019344,304578,1318,1,2015-07-26,wrong_size,2949.9
RET-019345,304590,1203,3,2015-07-25,late_delivery,8685.29
RET-019346,304595,989,3,2015-07-31,wrong_size,12617.4
RET-019347,304601,422,1,2015-07-31,not_as_described,8051.26
RET-019348,304610,657,1,2015-07-28,late_delivery,8624.25
RET-019349,304623,905,6,2015-08-02,changed_mind,35012.99
RET-019350,304642,1203,5,2015-07-27,not_as_described,13951.0
RET-019351,304646,609,7,2015-08-02,late_delivery,57841.21
RET-019352,304652,2343,3,2015-07-28,wrong_size,12356.03
RET-019353,304657,418,3,2015-08-04,not_as_described,22677.57
RET-019354,304676,645,1,2015-08-13,changed_mind,6987.18
RET-019356,304696,2090,4,2015-08-05,not_as_described,13998.78
RET-019358,304720,2396,1,2015-08-09,changed_mind,829.01
RET-019359,304721,475,6,2015-08-09,not_as_described,58807.61
RET-019360,304738,443,3,2015-07-28,wrong_size,24432.49
RET-019361,304755,433,2,2015-07-23,defective,17913.08
RET-019363,304766,965,1,2015-08-05,wrong_size,4590.31
RET-019364,304785,981,2,2015-08-05,wrong_size,2850.15
RET-019366,304849,657,1,2015-07-26,defective,8067.23
RET-019367,304855,1009,4,2015-08-10,defective,4251.9
RET-019368,304898,977,1,2015-07-31,defective,4684.39
RET-019369,304910,2332,3,2015-08-01,defective,11734.04
RET-019370,304912,1924,7,2015-08-04,wrong_size,22403.64
RET-019371,304921,2080,1,2015-07-28,late_delivery,5155.89
RET-019373,304930,580,3,2015-07-28,late_delivery,22758.06
RET-019374,304953,604,5,2015-08-10,wrong_size,25155.9
RET-019375,304960,793,2,2015-08-04,not_as_described,1604.28
RET-019376,304960,794,2,2015-07-28,wrong_size,1532.46
RET-019377,304965,927,2,2015-08-04,not_as_described,9320.11
RET-019378,304972,432,4,2015-07-29,changed_mind,36446.7
RET-019379,304975,1982,3,2015-08-12,wrong_size,8471.81
RET-019380,304987,635,1,2015-07-31,late_delivery,7698.32
RET-019382,304996,1317,2,2015-07-29,defective,6247.75
RET-019383,304996,1318,7,2015-07-31,not_as_described,20448.15
RET-019384,305008,1110,1,2015-07-31,defective,1935.12
RET-019385,305040,1009,7,2015-07-26,wrong_size,7496.13
RET-019386,305041,977,2,2015-07-29,wrong_size,8998.47
RET-019387,305061,1124,1,2015-08-07,defective,6275.42
RET-019388,305068,1000,4,2015-08-12,defective,3409.89
RET-019391,305083,702,1,2015-08-05,wrong_size,2969.8
RET-019392,305099,559,1,2015-07-25,wrong_size,5796.98
RET-019393,305110,1226,4,2015-08-07,not_as_described,20781.58
RET-019396,305162,115,1,2015-08-10,defective,7510.32
RET-019397,305164,1318,1,2015-08-04,wrong_size,3150.67
RET-019398,305167,2218,4,2015-08-02,wrong_size,5226.34
RET-019399,305181,2332,2,2015-08-10,changed_mind,8187.88
RET-019400,305195,1217,3,2015-08-05,not_as_described,16677.56
RET-019401,305228,396,1,2015-08-10,not_as_described,7971.46
RET-019402,305230,647,2,2015-08-07,changed_mind,16956.31
RET-019403,305245,604,5,2015-08-07,wrong_size,24165.75
RET-019404,305269,976,1,2015-08-05,changed_mind,3212.67
RET-019405,305281,1001,4,2015-08-04,not_as_described,13220.05
RET-019407,305328,1517,1,2015-08-02,not_as_described,1859.07
RET-019408,305328,1518,1,2015-08-01,defective,1750.25
RET-019409,305330,641,7,2015-08-14,wrong_size,52469.65
RET-019410,305348,2331,1,2015-08-10,wrong_size,5432.9
RET-019411,305365,2394,4,2015-08-11,wrong_size,4978.64
RET-019412,305377,2396,1,2015-08-01,not_as_described,928.34
RET-019413,305385,2354,1,2015-08-03,not_as_described,3255.13
RET-019414,305422,635,2,2015-08-14,wrong_size,16376.28
RET-019416,305572,510,1,2015-08-17,changed_mind,7762.14
RET-019417,305588,2056,1,2015-08-16,defective,3002.77
RET-019418,305690,2219,2,2015-08-08,changed_mind,2861.56
RET-019420,305715,422,3,2015-08-06,not_as_described,27055.3
RET-019421,305718,2054,2,2015-08-12,wrong_size,13470.59
RET-019423,305764,689,1,2015-08-01,not_as_described,3866.7
RET-019424,305777,396,2,2015-08-19,changed_mind,19628.3
RET-019428,305806,778,1,2015-08-16,defective,1318.66
RET-019429,305814,432,4,2015-08-18,not_as_described,42335.38
RET-019430,305851,759,1,2015-08-13,changed_mind,1797.23
RET-019431,305851,760,6,2015-08-09,wrong_size,10582.65
RET-019432,305853,1912,3,2015-08-06,wrong_size,10929.17
RET-019434,305874,647,2,2015-08-04,not_as_described,20358.35
RET-019435,305887,499,1,2015-07-31,wrong_size,10895.56
RET-019437,305910,2396,4,2015-08-12,defective,4410.98
RET-019439,305930,595,2,2015-08-12,wrong_size,15930.17
RET-019441,305962,826,2,2015-08-05,defective,24815.91
RET-019443,306033,1920,3,2015-08-04,defective,10302.14
RET-019447,306073,568,1,2015-08-04,wrong_size,9016.77
RET-019448,306081,644,2,2015-08-02,wrong_size,19923.16
RET-019452,306114,690,4,2015-08-11,wrong_size,15598.26
RET-019453,306117,966,1,2015-08-17,wrong_size,5699.83
RET-019455,306185,1215,2,2015-08-10,late_delivery,7686.86
RET-019456,306219,604,5,2015-08-13,defective,27611.48
RET-019458,306288,559,4,2015-08-09,wrong_size,28938.16
RET-019459,306328,622,2,2015-07-29,not_as_described,17599.99
RET-019461,306330,2396,5,2015-08-16,wrong_size,5562.92
RET-019462,306333,2045,6,2015-08-11,not_as_described,29945.0
RET-019463,306336,510,3,2015-08-07,not_as_described,29743.23
RET-019464,306338,529,2,2015-08-17,defective,9461.08
RET-019465,306374,2295,3,2015-08-04,defective,29108.44
RET-019469,306436,647,5,2015-08-07,changed_mind,52943.85
RET-019471,306500,1000,3,2015-08-07,wrong_size,3394.33
RET-019472,306504,946,2,2015-08-02,changed_mind,15192.0
RET-019473,306519,432,1,2015-08-01,not_as_described,10780.25
RET-019474,306533,1990,4,2015-08-13,defective,11200.23
RET-019475,306541,1097,4,2015-08-06,defective,13970.93
RET-019477,306588,2055,1,2015-08-06,not_as_described,6386.3
RET-019478,306596,762,4,2015-08-11,defective,8117.9
RET-019479,306597,761,1,2015-08-14,changed_mind,1905.7
RET-019480,306600,684,2,2015-08-07,defective,19041.18
RET-019481,306602,644,3,2015-08-05,not_as_described,29499.81
RET-019482,306613,1519,2,2015-08-14,late_delivery,4504.32
RET-019483,306625,826,2,2015-08-18,wrong_size,22279.2
RET-019485,306657,965,6,2015-08-10,wrong_size,34854.51
RET-019487,306682,946,4,2015-08-13,defective,31966.55
RET-019488,306693,2098,2,2015-08-14,changed_mind,7590.21
RET-019490,306730,733,1,2015-08-12,defective,4104.39
RET-019491,306730,734,4,2015-08-19,changed_mind,16547.51
RET-019492,306740,2064,5,2015-08-01,changed_mind,28973.52
RET-019493,306743,689,1,2015-08-03,defective,3951.14
RET-019495,306772,1096,3,2015-08-12,wrong_size,4374.2
RET-019496,306778,2396,1,2015-08-01,wrong_size,1090.68
RET-019497,306843,2332,2,2015-08-14,defective,10718.99
RET-019498,306847,1187,4,2015-08-16,not_as_described,19593.51
RET-019499,306859,605,1,2015-08-09,changed_mind,5054.46
RET-019500,306886,2402,3,2015-08-18,late_delivery,10377.78
RET-019502,306926,2236,6,2015-08-12,wrong_size,11918.78
RET-019503,306931,479,1,2015-08-14,wrong_size,10825.59
RET-019504,306943,1912,4,2015-08-02,wrong_size,14609.97
RET-019505,306968,604,6,2015-08-10,not_as_described,36545.08
RET-019506,306996,657,2,2015-08-10,defective,20597.42
RET-019508,307022,792,1,2015-08-09,wrong_size,747.2
RET-019509,307034,2353,8,2015-08-20,changed_mind,40301.75
RET-019510,307056,657,6,2015-08-14,wrong_size,60690.53
RET-019511,307068,1474,1,2015-08-14,changed_mind,3933.28
RET-019515,307096,396,1,2015-08-17,wrong_size,10551.51
RET-019516,307125,259,4,2015-08-07,wrong_size,27994.43
RET-019517,307125,327,1,2015-08-16,wrong_size,13048.11
RET-019518,307139,2219,1,2015-08-13,wrong_size,1594.9
RET-019519,307144,305,2,2015-08-07,defective,32624.88
RET-019520,307185,976,3,2015-08-04,defective,10023.51
RET-019521,307201,793,5,2015-08-18,not_as_described,4337.6
RET-019522,307256,1811,2,2015-08-13,changed_mind,4900.02
RET-019526,307295,676,2,2015-08-23,not_as_described,18392.7
RET-019527,307334,2138,1,2015-08-06,late_delivery,4968.19
RET-019528,307341,759,2,2015-08-06,defective,3423.56
RET-019529,307341,760,1,2015-08-08,wrong_size,1778.56
RET-019531,307383,432,4,2015-08-20,not_as_described,43504.1
RET-019532,307398,311,6,2015-08-18,changed_mind,42010.44
RET-019534,307459,604,2,2015-08-21,wrong_size,10711.91
RET-019536,307521,826,4,2015-08-16,wrong_size,50521.14
RET-019537,307533,635,1,2015-08-20,late_delivery,10451.89
RET-019538,307572,445,4,2015-08-04,defective,39822.32
RET-019539,307585,733,1,2015-08-07,late_delivery,3921.11
RET-019540,307585,734,4,2015-08-23,wrong_size,16239.55
RET-019541,307620,572,1,2015-08-03,wrong_size,5262.9
RET-019542,307673,927,7,2015-08-24,wrong_size,34968.71
RET-019543,307700,956,3,2015-08-11,wrong_size,25359.14
RET-019544,307716,1935,1,2015-08-19,wrong_size,1597.94
RET-019546,307788,565,1,2015-08-07,not_as_described,10044.08
RET-019547,307815,1994,3,2015-08-05,late_delivery,20351.37
RET-019549,307832,1085,1,2015-08-07,wrong_size,1040.17
RET-019550,307832,1086,4,2015-08-17,defective,4485.67
RET-019551,307839,791,4,2015-08-26,changed_mind,2734.74
RET-019552,307852,792,2,2015-08-16,late_delivery,1501.4
RET-019553,307899,791,1,2015-08-25,defective,786.68
RET-019554,307914,976,2,2015-08-25,late_delivery,7219.45
RET-019556,307958,684,1,2015-08-06,changed_mind,10559.85
RET-019557,307968,604,1,2015-08-21,late_delivery,5677.5
RET-019559,307986,644,3,2015-08-05,changed_mind,30735.48
RET-019560,308000,2192,2,2015-08-14,changed_mind,4815.03
RET-019561,308010,2331,2,2015-08-05,wrong_size,13374.67
RET-019562,308024,572,1,2015-08-15,late_delivery,4740.66
RET-019563,308036,510,2,2015-08-15,wrong_size,19027.27
RET-019564,308037,2331,5,2015-08-19,not_as_described,31897.85
RET-019565,308042,2354,6,2015-08-17,not_as_described,24162.34
RET-019566,308080,778,1,2015-08-23,wrong_size,1285.23
RET-019567,308083,2192,8,2015-08-15,wrong_size,19907.71
RET-019568,308084,2067,1,2015-08-14,wrong_size,6422.33
RET-019569,308098,2054,3,2015-08-20,late_delivery,18605.05
RET-019570,308107,2396,2,2015-08-17,defective,2202.8
RET-019571,308108,2098,2,2015-08-26,changed_mind,7250.72
RET-019572,308165,2400,1,2015-08-15,defective,994.59
RET-019573,308201,647,3,2015-08-10,wrong_size,31572.0
RET-019574,308217,185,1,2015-08-18,defective,9089.9
RET-019575,308225,2067,7,2015-08-17,defective,43463.55
RET-019576,308241,1926,5,2015-08-09,defective,5605.51
RET-019577,308241,1927,1,2015-08-23,not_as_described,964.22
RET-019579,308266,761,1,2015-08-18,defective,1878.7
RET-019580,308266,762,3,2015-08-27,changed_mind,6447.7
RET-019582,308310,609,1,2015-08-13,late_delivery,9192.26
RET-019583,308332,637,1,2015-08-12,wrong_size,9698.39
RET-019584,308343,777,6,2015-08-12,not_as_described,7712.05
RET-019585,308371,591,1,2015-08-24,defective,9921.77
RET-019587,308420,2054,1,2015-08-19,changed_mind,6416.62
RET-019590,308521,2334,1,2015-08-20,defective,4273.22
RET-019591,308526,2353,1,2015-08-12,late_delivery,5117.35
RET-019592,308552,1982,7,2015-08-28,defective,25487.19
RET-019593,308555,764,3,2015-08-14,defective,10524.99
RET-019594,308557,1131,2,2015-08-13,changed_mind,9205.59
RET-019595,308567,981,4,2015-08-23,not_as_described,7982.86
