zip,city,district,region
37056,Thai Nguyen,District #19,East
37057,Thai Nguyen,District #19,East
37058,Hanoi,District #19,East
37059,Hanoi,District #19,East
37060,Phu Ly,District #19,East
37061,Ninh Binh,District #19,East
37062,Son Tay,District #19,East
37063,Uong Bi,District #19,East
37064,Son Tay,District #19,East
37065,Bac Ninh,District #19,East
37066,Nam Dinh,District #19,East
37067,Nam Dinh,District #19,East
37068,Nam Dinh,District #19,East
37069,Phu Ly,District #19,East
37070,Hanoi,District #19,East
37071,Son Tay,District #19,East
37072,Phu Ly,District #19,East
37073,Bac Ninh,District #19,East
37074,Viet Tri,District #19,East
37075,Hai Phong,District #19,East
37076,Bac Giang,District #19,East
37077,Hai Phong,District #19,East
37078,Hai Phong,District #19,East
37079,Hanoi,District #19,East
37080,Ninh Binh,District #19,East
37082,Phu Ly,District #19,East
37083,Lao Cai,District #19,East
37085,Son Tay,District #19,East
37086,Son Tay,District #19,East
37087,Son Tay,District #19,East
37088,Hanoi,District #19,East
37089,Phu Ly,District #19,East
37090,Phu Ly,District #19,East
37091,Ha Long,District #19,East
37095,Hai Phong,District #19,East
37096,Son Tay,District #19,East
37097,Lao Cai,District #19,East
37098,Thai Nguyen,District #19,East
37101,Hai Phong,District #19,East
37110,Thai Nguyen,District #19,East
37111,Hanoi,District #19,East
37115,Viet Tri,District #19,East
37116,Bac Ninh,District #19,East
37118,Hanoi,District #19,East
37119,Son Tay,District #19,East
37121,Ninh Binh,District #19,East
37122,Lao Cai,District #19,East
37127,Son Tay,District #19,East
37128,Hanoi,District #19,East
37129,Phu Ly,District #19,East
37130,Ninh Binh,District #19,East
37131,Phu Ly,District #19,East
37132,Nam Dinh,District #19,East
37133,Bac Ninh,District #19,East
37134,Son Tay,District #19,East
37135,Hanoi,District #19,East
37136,Uong Bi,District #19,East
37137,Ninh Binh,District #19,East
37138,Ninh Binh,District #19,East
37140,Uong Bi,District #19,East
37141,Phu Ly,District #19,East
37142,Lao Cai,District #19,East
37143,Phu Ly,District #19,East
37144,Hai Phong,District #19,East
37145,Nam Dinh,District #19,East
37146,Thai Nguyen,District #19,East
37148,Thai Nguyen,District #19,East
37149,Bac Ninh,District #19,East
37150,Nam Dinh,District #19,East
37151,Viet Tri,District #19,East
37152,Hai Phong,District #19,East
37153,Ninh Binh,District #19,East
37160,Viet Tri,District #19,East
37161,Son Tay,District #19,East
37162,Hanoi,District #19,East
37165,Thai Nguyen,District #19,East
37166,Lao Cai,District #19,East
37167,Bac Giang,District #19,East
37171,Cam Pha,District #19,East
37172,Hanoi,District #19,East
37174,Phu Ly,District #19,East
37175,Nam Dinh,District #19,East
37178,Son Tay,District #19,East
37179,Bac Ninh,District #19,East
37180,Ha Long,District #19,East
37181,Uong Bi,District #19,East
37183,Bac Giang,District #19,East
37184,Bac Giang,District #19,East
37185,Son Tay,District #19,East
37186,Bac Ninh,District #19,East
37187,Bac Ninh,District #19,East
37188,Uong Bi,District #19,East
37189,Ha Long,District #19,East
37190,Ninh Binh,District #19,East
37191,Nam Dinh,District #19,East
37201,Nam Dinh,District #19,East
37202,Hanoi,District #19,East
37203,Thai Nguyen,District #19,East
37204,Uong Bi,District #19,East
37205,Viet Tri,District #19,East
37206,Lao Cai,District #19,East
37207,Phu Ly,District #19,East
37208,Thai Nguyen,District #19,East
37209,Ninh Binh,District #19,East
37210,Ha Long,District #19,East
37211,Ha Long,District #19,East
37212,Bac Ninh,District #19,East
37213,Cam Pha,District #19,East
37214,Ha Long,District #19,East
37215,Lao Cai,District #19,East
37216,Nam Dinh,District #19,East
37217,Bac Ninh,District #19,East
37218,Uong Bi,District #19,East
37219,Bac Giang,District #19,East
37220,Bac Ninh,District #19,East
37221,Son Tay,District #19,East
37222,Bac Giang,District #19,East
37224,Hai Phong,District #19,East
37227,Phu Ly,District #19,East
37228,Viet Tri,District #19,East
37229,Nam Dinh,District #19,East
37230,Ninh Binh,District #19,East
37232,Bac Ninh,District #19,East
37234,Ha Long,District #19,East
37235,Ha Long,District #19,East
37236,Phu Ly,District #19,East
37238,Nam Dinh,District #19,East
37240,Bac Giang,District #19,East
37241,Phu Ly,District #19,East
37242,Ninh Binh,District #19,East
37243,Bac Giang,District #19,East
37244,Lao Cai,District #19,East
37246,Thai Nguyen,District #19,East
37250,Lao Cai,District #19,East
37301,Nam Dinh,District #19,East
37302,Hanoi,District #19,East
37303,Phu Ly,District #19,East
37304,Phu Ly,District #19,East
37305,Lao Cai,District #19,East
37306,Lao Cai,District #19,East
37307,Hai Phong,District #19,East
37308,Uong Bi,District #19,East
37309,Viet Tri,District #19,East
37310,Uong Bi,District #19,East
37311,Hanoi,District #19,East
37312,Hanoi,District #19,East
37313,Viet Tri,District #19,East
37314,Ninh Binh,District #19,East
37315,Ha Long,District #19,East
37316,Hanoi,District #19,East
37317,Bac Ninh,District #19,East
37318,Thai Nguyen,District #19,East
37320,Son Tay,District #19,East
37321,Lao Cai,District #19,East
37322,Cam Pha,District #19,East
37323,Son Tay,District #19,East
37324,Nam Dinh,District #19,East
37325,Son Tay,District #19,East
37326,Bac Giang,District #19,East
37327,Bac Giang,District #19,East
37328,Hanoi,District #19,East
37329,Ha Long,District #19,East
37330,Ha Long,District #19,East
37331,Bac Giang,District #19,East
37332,Ha Long,District #19,East
37333,Hai Phong,District #19,East
37334,Uong Bi,District #19,East
37335,Lao Cai,District #19,East
37336,Hanoi,District #19,East
37337,Cam Pha,District #19,East
37338,Son Tay,District #19,East
37339,Bac Ninh,District #19,East
37340,Ha Long,District #19,East
37341,Hai Phong,District #19,East
37342,Son Tay,District #19,East
37343,Bac Ninh,District #19,East
37345,Hai Phong,District #19,East
37347,Lao Cai,District #19,East
37348,Ninh Binh,District #19,East
37349,Viet Tri,District #19,East
37350,Hai Phong,District #19,East
37351,Hai Phong,District #19,East
37352,Nam Dinh,District #19,East
37353,Ha Long,District #19,East
37354,Cam Pha,District #19,East
37355,Bac Ninh,District #19,East
37356,Phu Ly,District #19,East
37357,Hai Phong,District #19,East
37359,Phu Ly,District #19,East
37360,Son Tay,District #19,East
37361,Hai Phong,District #19,East
37362,Viet Tri,District #19,East
37363,Cam Pha,District #19,East
37364,Hai Phong,District #19,East
37365,Thai Nguyen,District #19,East
37366,Ninh Binh,District #19,East
37367,Lao Cai,District #19,East
37369,Bac Ninh,District #19,East
37370,Hai Phong,District #19,East
37371,Nam Dinh,District #19,East
37373,Ninh Binh,District #19,East
37374,Cam Pha,District #19,East
37375,Bac Giang,District #19,East
37376,Hanoi,District #19,East
37377,Phu Ly,District #19,East
37378,Bac Giang,District #19,East
37379,Cam Pha,District #19,East
37380,Ninh Binh,District #19,East
37381,Cam Pha,District #19,East
37382,Lao Cai,District #19,East
37383,Cam Pha,District #19,East
37384,Thai Nguyen,District #19,East
37385,Lao Cai,District #19,East
37387,Uong Bi,District #19,East
37388,Phu Ly,District #19,East
37389,Nam Dinh,District #19,East
37391,Viet Tri,District #19,East
37394,Cam Pha,District #19,East
37396,Hai Phong,District #19,East
37397,Nam Dinh,District #19,East
37398,Lao Cai,District #19,East
37401,Cam Pha,District #19,East
37402,Phu Ly,District #19,East
37403,Ha Long,District #19,East
37404,Nam Dinh,District #19,East
37405,Son Tay,District #19,East
37406,Bac Ninh,District #19,East
37407,Lao Cai,District #19,East
37408,Ninh Binh,District #19,East
37409,Thai Nguyen,District #19,East
37410,Son Tay,District #19,East
37411,Phu Ly,District #19,East
37412,Hai Phong,District #19,East
37414,Hai Phong,District #19,East
37415,Hai Phong,District #19,East
37416,Phu Ly,District #19,East
37419,Ha Long,District #19,East
37421,Nam Dinh,District #19,East
37422,Bac Giang,District #19,East
37424,Hai Phong,District #19,East
37450,Thai Nguyen,District #19,East
37601,Viet Tri,District #19,East
37602,Son Tay,District #19,East
37604,Bac Giang,District #19,East
37605,Phu Ly,District #19,East
37614,Cam Pha,District #19,East
37615,Bac Giang,District #19,East
37616,Cam Pha,District #19,East
37617,Son Tay,District #19,East
37618,Hanoi,District #19,East
37620,Cam Pha,District #19,East
37621,Hanoi,District #19,East
37625,Lao Cai,District #19,East
37640,Uong Bi,District #19,East
37641,Hanoi,District #19,East
37642,Uong Bi,District #19,East
37643,Bac Giang,District #19,East
37644,Hanoi,District #19,East
37645,Son Tay,District #19,East
37650,Bac Ninh,District #19,East
37656,Hanoi,District #19,East
37657,Uong Bi,District #19,East
37658,Bac Ninh,District #19,East
37659,Viet Tri,District #19,East
37660,Ha Long,District #19,East
37662,Ninh Binh,District #19,East
37663,Bac Ninh,District #19,East
37664,Bac Ninh,District #19,East
37665,Ninh Binh,District #19,East
37669,Cam Pha,District #19,East
37680,Hanoi,District #19,East
37681,Uong Bi,District #19,East
37682,Viet Tri,District #19,East
37683,Thai Nguyen,District #19,East
37684,Ha Long,District #19,East
37686,Hanoi,District #19,East
37687,Ninh Binh,District #19,East
37688,Hanoi,District #19,East
37690,Uong Bi,District #19,East
37691,Ninh Binh,District #19,East
37692,Thai Nguyen,District #19,East
37694,Ha Long,District #19,East
37699,Phu Ly,District #19,East
37701,Uong Bi,District #19,East
37705,Hanoi,District #19,East
37707,Uong Bi,District #19,East
37708,Hanoi,District #19,East
37709,Bac Ninh,District #19,East
37710,Thai Nguyen,District #19,East
37711,Ninh Binh,District #19,East
37713,Son Tay,District #19,East
37714,Viet Tri,District #19,East
37715,Phu Ly,District #19,East
37716,Hanoi,District #19,East
37717,Hanoi,District #19,East
37719,Phu Ly,District #19,East
37721,Bac Ninh,District #19,East
37722,Cam Pha,District #19,East
37723,Viet Tri,District #19,East
37724,Thai Nguyen,District #19,East
37725,Viet Tri,District #19,East
37726,Phu Ly,District #19,East
37727,Nam Dinh,District #19,East
37729,Viet Tri,District #19,East
37730,Ha Long,District #19,East
37731,Thai Nguyen,District #19,East
37732,Phu Ly,District #19,East
37733,Son Tay,District #19,East
37737,Hanoi,District #19,East
37738,Viet Tri,District #19,East
37742,Cam Pha,District #19,East
37743,Uong Bi,District #19,East
37744,Ninh Binh,District #19,East
37745,Hanoi,District #19,East
37748,Phu Ly,District #19,East
37752,Nam Dinh,District #19,East
37753,Ha Long,District #19,East
37754,Bac Giang,District #19,East
37755,Hanoi,District #19,East
37756,Uong Bi,District #19,East
37757,Cam Pha,District #19,East
37760,Cam Pha,District #19,East
37762,Hanoi,District #19,East
37763,Phu Ly,District #19,East
37764,Hanoi,District #19,East
37765,Nam Dinh,District #19,East
37766,Bac Ninh,District #19,East
37769,Viet Tri,District #19,East
37770,Bac Ninh,District #19,East
37771,Ninh Binh,District #19,East
37772,Son Tay,District #19,East
37773,Phu Ly,District #19,East
37774,Hanoi,District #19,East
37777,Phu Ly,District #19,East
37778,Ha Long,District #19,East
37779,Lao Cai,District #19,East
37801,Son Tay,District #19,East
37802,Hai Phong,District #19,East
37803,Hai Phong,District #19,East
37804,Viet Tri,District #19,East
37806,Ha Long,District #19,East
37807,Son Tay,District #19,East
37809,Cam Pha,District #19,East
37810,Uong Bi,District #19,East
37811,Lao Cai,District #19,East
37813,Nam Dinh,District #19,East
37814,Cam Pha,District #19,East
37815,Son Tay,District #19,East
37816,Hanoi,District #19,East
37818,Ha Long,District #19,East
37819,Ha Long,District #19,East
37820,Thai Nguyen,District #19,East
37821,Hai Phong,District #19,East
37822,Ha Long,District #19,East
37824,Ninh Binh,District #19,East
37825,Bac Giang,District #19,East
37826,Bac Ninh,District #19,East
37828,Bac Ninh,District #19,East
37829,Son Tay,District #19,East
37830,Bac Giang,District #19,East
37831,Bac Giang,District #19,East
37840,Lao Cai,District #19,East
37841,Hanoi,District #19,East
37843,Bac Giang,District #19,East
37845,Phu Ly,District #19,East
37846,Cam Pha,District #19,East
37847,Lao Cai,District #19,East
37848,Lao Cai,District #19,East
37849,Thai Nguyen,District #19,East
37851,Ninh Binh,District #19,East
37852,Nam Dinh,District #19,East
37853,Nam Dinh,District #19,East
37854,Son Tay,District #19,East
37857,Hanoi,District #19,East
37860,Thai Nguyen,District #19,East
37861,Uong Bi,District #19,East
37862,Bac Ninh,District #19,East
37863,Ninh Binh,District #19,East
37864,Nam Dinh,District #19,East
37865,Cam Pha,District #19,East
37866,Hai Phong,District #19,East
37867,Ha Long,District #19,East
37868,Ha Long,District #19,East
37869,Phu Ly,District #19,East
37870,Ha Long,District #19,East
37871,Viet Tri,District #19,East
37872,Thai Nguyen,District #19,East
37873,Cam Pha,District #19,East
37874,Lao Cai,District #19,East
37876,Lao Cai,District #19,East
37877,Hanoi,District #19,East
37878,Phu Ly,District #19,East
37879,Son Tay,District #19,East
37880,Viet Tri,District #19,East
37881,Ha Long,District #19,East
37882,Viet Tri,District #19,East
37885,Uong Bi,District #19,East
37886,Viet Tri,District #19,East
37887,Bac Giang,District #19,East
37888,Cam Pha,District #19,East
37890,Viet Tri,District #19,East
37891,Bac Giang,District #19,East
37892,Phu Ly,District #19,East
37901,Viet Tri,District #19,East
37902,Thai Nguyen,District #19,East
37909,Uong Bi,District #19,East
37912,Phu Ly,District #19,East
37914,Bac Giang,District #19,East
37915,Phu Ly,District #19,East
37916,Hai Phong,District #19,East
37917,Bac Ninh,District #19,East
37918,Viet Tri,District #19,East
37919,Lao Cai,District #19,East
37920,Viet Tri,District #19,East
37921,Viet Tri,District #19,East
37922,Thai Nguyen,District #19,East
37923,Viet Tri,District #19,East
37924,Thai Nguyen,District #19,East
37927,Hanoi,District #19,East
37928,Nam Dinh,District #19,East
37929,Uong Bi,District #19,East
37930,Son Tay,District #19,East
37931,Bac Giang,District #19,East
37932,Lao Cai,District #19,East
37933,Phu Ly,District #19,East
37934,Cam Pha,District #19,East
37938,Ninh Binh,District #19,East
37939,Bac Ninh,District #19,East
37940,Bac Giang,District #19,East
37950,Phu Ly,District #19,East
37995,Uong Bi,District #19,East
37996,Cam Pha,District #19,East
37997,Bac Giang,District #19,East
37998,Son Tay,District #19,East
38221,Hanoi,District #19,East
38326,Hanoi,District #19,East
38333,Bac Giang,District #19,East
38365,Hanoi,District #19,East
38372,Thai Nguyen,District #19,East
38401,Cam Pha,District #19,East
38402,Bac Ninh,District #19,East
38425,Ha Long,District #19,East
38449,Nam Dinh,District #19,East
38450,Uong Bi,District #19,East
38451,Son Tay,District #19,East
38452,Phu Ly,District #19,East
38453,Cam Pha,District #19,East
38454,Hai Phong,District #19,East
38455,Nam Dinh,District #19,East
38456,Bac Giang,District #19,East
38457,Nam Dinh,District #19,East
38459,Viet Tri,District #19,East
38460,Bac Ninh,District #19,East
38461,Ninh Binh,District #19,East
38462,Nam Dinh,District #19,East
38463,Bac Giang,District #19,East
38464,Phu Ly,District #19,East
38468,Ha Long,District #19,East
38469,Phu Ly,District #19,East
38471,Uong Bi,District #19,East
38472,Viet Tri,District #19,East
38473,Bac Giang,District #19,East
38474,Son Tay,District #19,East
38475,Phu Ly,District #19,East
38476,Ha Long,District #19,East
38477,Cam Pha,District #19,East
38478,Lao Cai,District #19,East
38481,Nam Dinh,District #19,East
38482,Cam Pha,District #19,East
38483,Phu Ly,District #19,East
38485,Nam Dinh,District #19,East
38486,Cam Pha,District #19,East
38487,Cam Pha,District #19,East
38488,Ha Long,District #19,East
38501,Ha Long,District #19,East
38502,Cam Pha,District #19,East
38503,Ha Long,District #19,East
38504,Son Tay,District #19,East
38505,Cam Pha,District #19,East
38506,Viet Tri,District #19,East
38541,Bac Ninh,District #19,East
38542,Thai Nguyen,District #19,East
38543,Bac Giang,District #19,East
38544,Viet Tri,District #19,East
38545,Bac Ninh,District #19,East
38547,Nam Dinh,District #19,East
38548,Ha Long,District #19,East
38549,Cam Pha,District #19,East
38550,Viet Tri,District #19,East
38551,Cam Pha,District #19,East
38552,Nam Dinh,District #19,East
38553,Nam Dinh,District #19,East
38554,Bac Ninh,District #19,East
38555,Thai Nguyen,District #19,East
38556,Ha Long,District #19,East
38557,Son Tay,District #19,East
38558,Thai Nguyen,District #19,East
38559,Nam Dinh,District #19,East
38560,Uong Bi,District #19,East
38562,Ninh Binh,District #19,East
38563,Bac Giang,District #19,East
38564,Viet Tri,District #19,East
38565,Hai Phong,District #19,East
38567,Cam Pha,District #19,East
38568,Hanoi,District #19,East
38569,Hai Phong,District #19,East
38570,Uong Bi,District #19,East
38571,Ha Long,District #19,East
38572,Hanoi,District #19,East
38573,Ha Long,District #19,East
38574,Phu Ly,District #19,East
38575,Uong Bi,District #19,East
38577,Bac Ninh,District #19,East
38578,Son Tay,District #19,East
38579,Bac Ninh,District #19,East
38580,Lao Cai,District #19,East
38581,Thai Nguyen,District #19,East
38582,Hanoi,District #19,East
38583,Hai Phong,District #19,East
38585,Nam Dinh,District #19,East
38587,Ha Long,District #19,East
38588,Ha Long,District #19,East
38589,Bac Ninh,District #19,East
37501,Kon Tum,District #25,Central
37544,Hoi An,District #25,Central
38001,Hoi An,District #25,Central
38002,Kon Tum,District #25,Central
38004,Hoi An,District #25,Central
38006,Phan Rang-Thap Cham,District #25,Central
38007,Dong Hoi,District #25,Central
38008,Kon Tum,District #25,Central
38010,Quang Ngai,District #25,Central
38011,Dong Hoi,District #25,Central
38012,Hoi An,District #25,Central
38014,Quang Ngai,District #25,Central
38015,Tuy Hoa,District #25,Central
38016,Kon Tum,District #25,Central
38017,Hue,District #25,Central
38018,Hue,District #25,Central
38019,Da Nang,District #25,Central
38021,Phan Rang-Thap Cham,District #25,Central
38023,Da Nang,District #25,Central
38024,Phan Thiet,District #25,Central
38025,Quy Nhon,District #25,Central
38027,Nha Trang,District #25,Central
38028,Kon Tum,District #25,Central
38029,Tuy Hoa,District #25,Central
38030,Quang Ngai,District #25,Central
38034,Phan Thiet,District #25,Central
38036,Phan Rang-Thap Cham,District #25,Central
38037,Dong Hoi,District #25,Central
38039,Nha Trang,District #25,Central
38040,Kon Tum,District #25,Central
38041,Tuy Hoa,District #25,Central
38042,Kon Tum,District #25,Central
38044,Kon Tum,District #25,Central
38045,Quang Ngai,District #25,Central
38046,Quy Nhon,District #25,Central
38047,Kon Tum,District #25,Central
38048,Kon Tum,District #25,Central
38049,Hue,District #25,Central
38050,Dong Hoi,District #25,Central
38052,Dong Hoi,District #25,Central
38053,Tuy Hoa,District #25,Central
38054,Kon Tum,District #25,Central
38055,Nha Trang,District #25,Central
38057,Kon Tum,District #25,Central
38058,Dong Hoi,District #25,Central
38059,Da Nang,District #25,Central
38060,Quang Ngai,District #25,Central
38061,Hue,District #25,Central
38063,Kon Tum,District #25,Central
38066,Phan Rang-Thap Cham,District #25,Central
38067,Phan Thiet,District #25,Central
38068,Dong Hoi,District #25,Central
38069,Quy Nhon,District #25,Central
38070,Tam Ky,District #25,Central
38071,Kon Tum,District #25,Central
38075,Hue,District #25,Central
38076,Phan Thiet,District #25,Central
38077,Tam Ky,District #25,Central
38079,Dong Hoi,District #25,Central
38080,Tuy Hoa,District #25,Central
38083,Da Nang,District #25,Central
38088,Hue,District #25,Central
38101,Hue,District #25,Central
38103,Phan Rang-Thap Cham,District #25,Central
38104,Da Nang,District #25,Central
38105,Dong Hoi,District #25,Central
38106,Hue,District #25,Central
38107,Phan Rang-Thap Cham,District #25,Central
38108,Kon Tum,District #25,Central
38109,Quy Nhon,District #25,Central
38111,Hoi An,District #25,Central
38112,Tam Ky,District #25,Central
38113,Tuy Hoa,District #25,Central
38114,Tuy Hoa,District #25,Central
38115,Dong Hoi,District #25,Central
38116,Quang Ngai,District #25,Central
38117,Dong Hoi,District #25,Central
38118,Hoi An,District #25,Central
38119,Hoi An,District #25,Central
38120,Kon Tum,District #25,Central
38122,Quang Ngai,District #25,Central
38124,Phan Thiet,District #25,Central
38125,Dong Hoi,District #25,Central
38126,Tam Ky,District #25,Central
38127,Quang Ngai,District #25,Central
38128,Tuy Hoa,District #25,Central
38130,Hoi An,District #25,Central
38131,Tam Ky,District #25,Central
38132,Tuy Hoa,District #25,Central
38133,Hue,District #25,Central
38134,Da Nang,District #25,Central
38135,Hue,District #25,Central
38136,Dong Hoi,District #25,Central
38137,Hoi An,District #25,Central
38138,Tam Ky,District #25,Central
38139,Hue,District #25,Central
38141,Nha Trang,District #25,Central
38145,Da Nang,District #25,Central
38147,Phan Rang-Thap Cham,District #25,Central
38148,Tam Ky,District #25,Central
38150,Hoi An,District #25,Central
38151,Quang Ngai,District #25,Central
38152,Kon Tum,District #25,Central
38157,Phan Rang-Thap Cham,District #25,Central
38159,Phan Thiet,District #25,Central
38161,Quy Nhon,District #25,Central
38163,Quy Nhon,District #25,Central
38166,Nha Trang,District #25,Central
38167,Nha Trang,District #25,Central
38168,Kon Tum,District #25,Central
38173,Hue,District #25,Central
38174,Phan Thiet,District #25,Central
38175,Phan Thiet,District #25,Central
38177,Phan Thiet,District #25,Central
38181,Dong Hoi,District #25,Central
38182,Phan Thiet,District #25,Central
38183,Da Nang,District #25,Central
38184,Phan Rang-Thap Cham,District #25,Central
38186,Quang Ngai,District #25,Central
38187,Kon Tum,District #25,Central
38188,Hue,District #25,Central
38190,Kon Tum,District #25,Central
38193,Quang Ngai,District #25,Central
38194,Hue,District #25,Central
38197,Quang Ngai,District #25,Central
38201,Da Nang,District #25,Central
38220,Da Nang,District #25,Central
38222,Quang Ngai,District #25,Central
38223,Phan Rang-Thap Cham,District #25,Central
38224,Hue,District #25,Central
38225,Nha Trang,District #25,Central
38226,Quy Nhon,District #25,Central
38229,Quang Ngai,District #25,Central
38230,Da Nang,District #25,Central
38231,Dong Hoi,District #25,Central
38232,Tam Ky,District #25,Central
38233,Kon Tum,District #25,Central
38235,Nha Trang,District #25,Central
38236,Tam Ky,District #25,Central
38237,Da Nang,District #25,Central
38238,Kon Tum,District #25,Central
38240,Phan Thiet,District #25,Central
38241,Quy Nhon,District #25,Central
38242,Tam Ky,District #25,Central
38251,Phan Thiet,District #25,Central
38253,Nha Trang,District #25,Central
38254,Hoi An,District #25,Central
38255,Hoi An,District #25,Central
38256,Tuy Hoa,District #25,Central
38257,Hoi An,District #25,Central
38258,Hue,District #25,Central
38259,Hue,District #25,Central
38260,Kon Tum,District #25,Central
38261,Phan Thiet,District #25,Central
38271,Kon Tum,District #25,Central
38281,Nha Trang,District #25,Central
38301,Tam Ky,District #25,Central
38302,Tam Ky,District #25,Central
38303,Quang Ngai,District #25,Central
38305,Da Nang,District #25,Central
38308,Dong Hoi,District #25,Central
38310,Da Nang,District #25,Central
38311,Nha Trang,District #25,Central
38313,Nha Trang,District #25,Central
38314,Tuy Hoa,District #25,Central
38315,Phan Thiet,District #25,Central
38316,Tuy Hoa,District #25,Central
38317,Tam Ky,District #25,Central
38318,Quang Ngai,District #25,Central
38320,Quang Ngai,District #25,Central
38321,Hue,District #25,Central
38324,Kon Tum,District #25,Central
38327,Kon Tum,District #25,Central
38328,Hoi An,District #25,Central
38329,Hue,District #25,Central
38330,Hue,District #25,Central
38331,Dong Hoi,District #25,Central
38332,Da Nang,District #25,Central
38334,Hue,District #25,Central
38336,Dong Hoi,District #25,Central
38337,Hue,District #25,Central
38338,Da Nang,District #25,Central
38339,Da Nang,District #25,Central
38340,Tuy Hoa,District #25,Central
38341,Quy Nhon,District #25,Central
38342,Nha Trang,District #25,Central
38343,Dong Hoi,District #25,Central
38344,Hoi An,District #25,Central
38345,Quang Ngai,District #25,Central
38346,Tam Ky,District #25,Central
38347,Tuy Hoa,District #25,Central
38348,Dong Hoi,District #25,Central
38351,Tuy Hoa,District #25,Central
38352,Hoi An,District #25,Central
38355,Hue,District #25,Central
38356,Quang Ngai,District #25,Central
38357,Da Nang,District #25,Central
38358,Tam Ky,District #25,Central
38359,Dong Hoi,District #25,Central
38361,Phan Rang-Thap Cham,District #25,Central
38362,Dong Hoi,District #25,Central
38363,Kon Tum,District #25,Central
38366,Quang Ngai,District #25,Central
38367,Tam Ky,District #25,Central
38368,Hoi An,District #25,Central
38369,Tuy Hoa,District #25,Central
38370,Phan Rang-Thap Cham,District #25,Central
38371,Nha Trang,District #25,Central
38374,Da Nang,District #25,Central
38375,Da Nang,District #25,Central
38376,Dong Hoi,District #25,Central
38377,Dong Hoi,District #25,Central
38378,Hue,District #25,Central
38379,Da Nang,District #25,Central
38380,Dong Hoi,District #25,Central
38381,Quy Nhon,District #25,Central
38382,Tam Ky,District #25,Central
38387,Nha Trang,District #25,Central
38388,Tuy Hoa,District #25,Central
38389,Tuy Hoa,District #25,Central
38390,Da Nang,District #25,Central
38391,Hue,District #25,Central
38392,Quang Ngai,District #25,Central
38393,Dong Hoi,District #25,Central
62410,Hue,District #25,Central
62446,Hue,District #25,Central
62460,Tuy Hoa,District #25,Central
62476,Tam Ky,District #25,Central
62801,Hue,District #25,Central
62803,Dong Hoi,District #25,Central
62806,Da Nang,District #25,Central
62807,Hoi An,District #25,Central
62808,Tuy Hoa,District #25,Central
62809,Hoi An,District #25,Central
62810,Da Nang,District #25,Central
62811,Kon Tum,District #25,Central
62812,Hoi An,District #25,Central
62814,Quang Ngai,District #25,Central
62815,Phan Rang-Thap Cham,District #25,Central
62816,Kon Tum,District #25,Central
62817,Phan Rang-Thap Cham,District #25,Central
62818,Quy Nhon,District #25,Central
62819,Phan Thiet,District #25,Central
62820,Da Nang,District #25,Central
62821,Nha Trang,District #25,Central
62822,Hoi An,District #25,Central
62823,Quang Ngai,District #25,Central
62825,Phan Thiet,District #25,Central
62827,Phan Rang-Thap Cham,District #25,Central
62828,Kon Tum,District #25,Central
62829,Hue,District #25,Central
62830,Phan Rang-Thap Cham,District #25,Central
62831,Tuy Hoa,District #25,Central
62832,Tam Ky,District #25,Central
62833,Hue,District #25,Central
62834,Hue,District #25,Central
62835,Phan Thiet,District #25,Central
62836,Nha Trang,District #25,Central
62837,Dong Hoi,District #25,Central
62840,Kon Tum,District #25,Central
62841,Tam Ky,District #25,Central
62842,Hoi An,District #25,Central
62843,Tam Ky,District #25,Central
62844,Hoi An,District #25,Central
62846,Hoi An,District #25,Central
62848,Phan Rang-Thap Cham,District #25,Central
62849,Quy Nhon,District #25,Central
62850,Tuy Hoa,District #25,Central
62851,Tuy Hoa,District #25,Central
62852,Quang Ngai,District #25,Central
62853,Quang Ngai,District #25,Central
62855,Hoi An,District #25,Central
62856,Quang Ngai,District #25,Central
62859,Phan Rang-Thap Cham,District #25,Central
62860,Hoi An,District #25,Central
62861,Hoi An,District #25,Central
62862,Tuy Hoa,District #25,Central
62863,Kon Tum,District #25,Central
62864,Quy Nhon,District #25,Central
62865,Phan Rang-Thap Cham,District #25,Central
62866,Hoi An,District #25,Central
62867,Quang Ngai,District #25,Central
62869,Kon Tum,District #25,Central
62870,Tam Ky,District #25,Central
62871,Quang Ngai,District #25,Central
62872,Hue,District #25,Central
62874,Quang Ngai,District #25,Central
62875,Dong Hoi,District #25,Central
62876,Kon Tum,District #25,Central
62877,Hoi An,District #25,Central
62881,Quy Nhon,District #25,Central
62882,Dong Hoi,District #25,Central
62883,Kon Tum,District #25,Central
62884,Hoi An,District #25,Central
62886,Tuy Hoa,District #25,Central
62887,Phan Thiet,District #25,Central
62888,Dong Hoi,District #25,Central
62889,Tam Ky,District #25,Central
62890,Hoi An,District #25,Central
62891,Nha Trang,District #25,Central
62892,Da Nang,District #25,Central
62893,Hue,District #25,Central
62894,Tam Ky,District #25,Central
62895,Hue,District #25,Central
62896,Da Nang,District #25,Central
62897,Tuy Hoa,District #25,Central
62898,Da Nang,District #25,Central
62901,Hue,District #25,Central
62902,Dong Hoi,District #25,Central
62903,Kon Tum,District #25,Central
62905,Tuy Hoa,District #25,Central
62906,Da Nang,District #25,Central
62907,Hoi An,District #25,Central
62908,Tuy Hoa,District #25,Central
62909,Tuy Hoa,District #25,Central
62910,Quy Nhon,District #25,Central
62912,Kon Tum,District #25,Central
62914,Phan Thiet,District #25,Central
62915,Tuy Hoa,District #25,Central
62916,Tuy Hoa,District #25,Central
