snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,sell_through_rate,fill_rate,days_of_supply
2021-12-31,1703,26,4,4,0,0.1333,1.0,195.0
2022-01-31,1703,26,5,5,1,0.1613,0.9667,156.0
2022-02-28,1703,26,5,5,1,0.1613,0.9667,156.0
2022-03-31,1703,27,6,5,1,0.1562,0.9667,162.0
2022-04-30,1703,28,9,8,2,0.2222,0.9333,105.0
2022-05-31,1703,30,10,8,0,0.2105,1.0,112.5
2022-06-30,1703,31,12,11,1,0.2619,0.9667,84.5
2022-07-31,1703,32,5,4,1,0.1111,0.9667,240.0
2022-08-31,1703,33,14,13,0,0.2826,1.0,76.2
2022-09-30,1703,33,3,3,1,0.0833,0.9667,330.0
2022-10-31,1703,33,5,5,2,0.1316,0.9333,198.0
2022-11-30,1703,33,1,1,0,0.0294,1.0,990.0
2022-12-31,1703,33,3,3,1,0.0833,0.9667,330.0
2019-01-31,1705,13,5,4,0,0.2353,1.0,97.5
2019-02-28,1705,13,3,3,1,0.1875,0.9667,130.0
2019-03-31,1705,13,2,2,2,0.1333,0.9333,195.0
2019-04-30,1705,13,3,3,2,0.1875,0.9333,130.0
2019-05-31,1705,14,8,7,0,0.3333,1.0,60.0
2019-06-30,1705,14,4,4,0,0.2222,1.0,105.0
2019-07-31,1705,15,6,5,0,0.25,1.0,90.0
2019-08-31,1705,16,11,10,1,0.3846,0.9667,48.0
2019-09-30,1705,16,4,4,2,0.2,0.9333,120.0
2019-10-31,1705,16,2,2,1,0.1111,0.9667,240.0
2019-12-31,1705,16,2,2,2,0.1111,0.9333,240.0
2020-03-31,1705,16,3,3,0,0.1579,1.0,160.0
2020-04-30,1705,16,2,2,0,0.1111,1.0,240.0
2020-05-31,1705,16,3,3,2,0.1579,0.9333,160.0
2020-06-30,1705,17,9,8,2,0.32,0.9333,63.8
2020-07-31,1705,18,10,9,1,0.3333,0.9667,60.0
2020-08-31,1705,18,4,4,0,0.1818,1.0,135.0
2020-10-31,1705,18,1,1,0,0.0526,1.0,540.0
2020-12-31,1705,18,3,3,2,0.1429,0.9333,180.0
2021-03-31,1705,19,7,6,1,0.24,0.9667,95.0
2021-04-30,1705,19,6,6,0,0.24,1.0,95.0
2021-05-31,1705,19,4,4,1,0.1739,0.9667,142.5
2021-06-30,1705,20,6,5,2,0.2,0.9333,120.0
2021-07-31,1705,21,6,5,1,0.1923,0.9667,126.0
2021-08-31,1705,21,6,6,0,0.2222,1.0,105.0
2021-09-30,1705,21,3,3,1,0.125,0.9667,210.0
2021-10-31,1705,21,3,3,2,0.125,0.9333,210.0
2021-12-31,1705,21,1,1,2,0.0455,0.9333,630.0
2022-02-28,1705,21,1,1,1,0.0455,0.9667,630.0
2022-03-31,1705,21,2,2,2,0.087,0.9333,315.0
2022-04-30,1705,22,8,7,2,0.2414,0.9333,94.3
2022-05-31,1705,23,6,5,0,0.1786,1.0,138.0
2022-06-30,1705,23,3,3,1,0.1154,0.9667,230.0
2022-07-31,1705,24,6,5,0,0.1724,1.0,144.0
2022-08-31,1705,24,3,3,2,0.1111,0.9333,240.0
2022-09-30,1705,24,2,2,1,0.0769,0.9667,360.0
2022-11-30,1705,24,1,1,2,0.04,0.9333,720.0
2019-01-31,1706,3,1,1,0,0.25,1.0,90.0
2019-02-28,1706,3,1,1,1,0.25,0.9667,90.0
2019-03-31,1706,3,2,2,2,0.4,0.9333,45.0
2019-04-30,1706,3,1,1,0,0.25,1.0,90.0
2019-07-31,1706,3,3,3,0,0.5,1.0,30.0
2019-09-30,1706,3,1,1,0,0.25,1.0,90.0
2019-12-31,1706,3,1,1,2,0.25,0.9333,90.0
2020-03-31,1706,3,1,1,2,0.25,0.9333,90.0
2020-04-30,1706,3,1,1,2,0.25,0.9333,90.0
2020-05-31,1706,3,2,2,0,0.4,1.0,45.0
2020-07-31,1706,3,1,1,2,0.25,0.9333,90.0
2020-08-31,1706,3,1,1,1,0.25,0.9667,90.0
2020-09-30,1706,3,1,1,1,0.25,0.9667,90.0
2020-10-31,1706,3,1,1,0,0.25,1.0,90.0
2021-03-31,1706,3,2,2,0,0.4,1.0,45.0
2021-04-30,1706,3,2,2,1,0.4,0.9667,45.0
2021-05-31,1706,3,2,2,0,0.4,1.0,45.0
2021-06-30,1706,3,1,1,2,0.25,0.9333,90.0
2021-07-31,1706,3,1,1,0,0.25,1.0,90.0
2021-08-31,1706,3,1,1,0,0.25,1.0,90.0
2022-03-31,1706,3,1,1,1,0.25,0.9667,90.0
2022-04-30,1706,3,3,3,1,0.5,0.9667,30.0
2022-05-31,1706,3,4,4,1,0.5714,0.9667,22.5
2022-08-31,1706,3,2,2,2,0.4,0.9333,45.0
2022-09-30,1706,3,1,1,1,0.25,0.9667,90.0
2022-12-31,1706,3,2,2,0,0.4,1.0,45.0
2019-01-31,1707,22,8,7,2,0.2414,0.9333,94.3
2019-02-28,1707,22,4,4,1,0.1538,0.9667,165.0
2019-03-31,1707,23,9,8,0,0.2581,1.0,86.2
2019-04-30,1707,23,4,4,2,0.1481,0.9333,172.5
2019-05-31,1707,23,5,5,1,0.1786,0.9667,138.0
2019-06-30,1707,23,5,5,2,0.1786,0.9333,138.0
2019-07-31,1707,23,4,4,0,0.1481,1.0,172.5
2019-08-31,1707,25,10,8,1,0.2424,0.9667,93.8
2019-09-30,1707,25,3,3,2,0.1071,0.9333,250.0
2019-10-31,1707,25,1,1,0,0.0385,1.0,750.0
2019-11-30,1707,25,2,2,1,0.0741,0.9667,375.0
2019-12-31,1707,25,2,2,1,0.0741,0.9667,375.0
2020-02-29,1707,25,1,1,0,0.0385,1.0,750.0
2020-03-31,1707,25,3,3,0,0.1071,1.0,250.0
2020-04-30,1707,25,3,3,2,0.1071,0.9333,250.0
2020-05-31,1707,25,5,5,1,0.1667,0.9667,150.0
2020-06-30,1707,26,9,8,2,0.2353,0.9333,97.5
2020-07-31,1707,29,17,14,1,0.3256,0.9667,62.1
2020-08-31,1707,29,5,5,0,0.1471,1.0,174.0
2020-09-30,1707,29,3,3,2,0.0938,0.9333,290.0
2020-10-31,1707,29,1,1,1,0.0333,0.9667,870.0
2020-11-30,1707,30,5,4,1,0.1176,0.9667,225.0
2020-12-31,1707,31,5,4,2,0.1143,0.9333,232.5
2021-01-31,1707,31,1,1,0,0.0312,1.0,930.0
2021-02-28,1707,31,1,1,0,0.0312,1.0,930.0
2021-03-31,1707,32,9,8,0,0.2,1.0,120.0
2021-04-30,1707,33,8,7,1,0.175,0.9667,141.4
2021-05-31,1707,34,9,8,1,0.1905,0.9667,127.5
2021-06-30,1707,34,3,3,1,0.0811,0.9667,340.0
2021-07-31,1707,35,9,8,0,0.186,1.0,131.2
2021-08-31,1707,36,6,5,1,0.122,0.9667,216.0
2021-09-30,1707,37,8,7,2,0.1591,0.9333,158.6
2021-12-31,1707,37,1,1,0,0.0263,1.0,1110.0
2022-01-31,1707,37,3,3,2,0.075,0.9333,370.0
2022-02-28,1707,37,3,3,1,0.075,0.9667,370.0
2022-03-31,1707,37,8,8,2,0.1778,0.9333,138.8
2022-04-30,1707,39,15,13,2,0.25,0.9333,90.0
2022-05-31,1707,40,6,5,2,0.1111,0.9333,240.0
2022-06-30,1707,41,7,6,1,0.1277,0.9667,205.0
2022-07-31,1707,44,16,13,1,0.2281,0.9667,101.5
2022-08-31,1707,45,7,6,2,0.1176,0.9333,225.0
2022-09-30,1707,45,6,6,1,0.1176,0.9667,225.0
2022-10-31,1707,45,1,1,0,0.0217,1.0,1350.0
2022-11-30,1707,45,2,2,2,0.0426,0.9333,675.0
2022-12-31,1707,45,3,3,1,0.0625,0.9667,450.0
2022-11-30,1710,6,2,2,0,0.25,1.0,90.0
2020-01-31,1711,3,1,1,0,0.25,1.0,90.0
2020-03-31,1711,3,1,1,1,0.25,0.9667,90.0
2020-05-31,1711,3,1,1,2,0.25,0.9333,90.0
2020-06-30,1711,3,3,3,1,0.5,0.9667,30.0
2020-07-31,1711,3,3,3,1,0.5,0.9667,30.0
2020-08-31,1711,3,3,3,2,0.5,0.9333,30.0
2020-09-30,1711,3,2,2,1,0.4,0.9667,45.0
2020-10-31,1711,3,1,1,0,0.25,1.0,90.0
2020-11-30,1711,3,2,2,1,0.4,0.9667,45.0
2020-12-31,1711,3,1,1,0,0.25,1.0,90.0
2021-01-31,1711,3,1,1,2,0.25,0.9333,90.0
2021-02-28,1711,3,1,1,1,0.25,0.9667,90.0
2021-03-31,1711,4,7,6,3,0.6,0.9,20.0
2021-04-30,1711,4,1,1,0,0.2,1.0,120.0
2021-05-31,1711,4,1,1,1,0.2,0.9667,120.0
2021-06-30,1711,4,4,4,2,0.5,0.9333,30.0
2021-07-31,1711,4,4,4,2,0.5,0.9333,30.0
2021-08-31,1711,4,3,3,0,0.4286,1.0,40.0
2021-09-30,1711,4,5,5,1,0.5556,0.9667,24.0
2021-10-31,1711,4,2,2,0,0.3333,1.0,60.0
2021-11-30,1711,4,1,1,2,0.2,0.9333,120.0
2021-12-31,1711,4,2,2,1,0.3333,0.9667,60.0
2022-01-31,1711,4,2,2,0,0.3333,1.0,60.0
2022-02-28,1711,4,1,1,0,0.2,1.0,120.0
2022-03-31,1711,4,4,4,0,0.5,1.0,30.0
2022-04-30,1711,4,1,1,2,0.2,0.9333,120.0
2022-05-31,1711,4,6,6,2,0.6,0.9333,20.0
2022-06-30,1711,5,6,5,1,0.5,0.9667,30.0
2022-07-31,1711,5,3,3,1,0.375,0.9667,50.0
2022-08-31,1711,5,4,4,0,0.4444,1.0,37.5
2022-09-30,1711,5,1,1,0,0.1667,1.0,150.0
2022-10-31,1711,5,1,1,2,0.1667,0.9333,150.0
2022-11-30,1711,5,2,2,1,0.2857,0.9667,75.0
2022-12-31,1711,5,2,2,2,0.2857,0.9333,75.0
2021-09-30,1712,3,1,1,1,0.25,0.9667,90.0
2022-03-31,1712,3,1,1,0,0.25,1.0,90.0
2022-05-31,1712,3,1,1,0,0.25,1.0,90.0
2022-09-30,1712,3,1,1,2,0.25,0.9333,90.0
2019-02-28,1713,3,1,1,1,0.25,0.9667,90.0
2019-03-31,1713,3,1,1,0,0.25,1.0,90.0
2019-05-31,1713,3,2,2,0,0.4,1.0,45.0
2019-10-31,1713,3,2,2,2,0.4,0.9333,45.0
2019-12-31,1713,3,3,3,1,0.5,0.9667,30.0
2020-04-30,1713,3,3,3,0,0.5,1.0,30.0
2020-06-30,1713,3,2,2,0,0.4,1.0,45.0
2020-07-31,1713,3,2,2,0,0.4,1.0,45.0
2020-08-31,1713,3,2,2,1,0.4,0.9667,45.0
2020-09-30,1713,3,1,1,0,0.25,1.0,90.0
2020-10-31,1713,3,1,1,0,0.25,1.0,90.0
2020-11-30,1713,3,1,1,2,0.25,0.9333,90.0
2021-02-28,1713,3,1,1,0,0.25,1.0,90.0
2021-03-31,1713,3,2,2,2,0.4,0.9333,45.0
2021-06-30,1713,3,3,3,1,0.5,0.9667,30.0
2021-07-31,1713,3,2,2,1,0.4,0.9667,45.0
2021-08-31,1713,3,2,2,0,0.4,1.0,45.0
2021-12-31,1713,3,1,1,2,0.25,0.9333,90.0
2022-02-28,1713,3,1,1,0,0.25,1.0,90.0
2022-04-30,1713,3,1,1,2,0.25,0.9333,90.0
2022-07-31,1713,3,1,1,1,0.25,0.9667,90.0
2019-05-31,1714,6,2,2,0,0.25,1.0,90.0
2019-06-30,1714,6,1,1,0,0.1429,1.0,180.0
2019-07-31,1714,6,1,1,2,0.1429,0.9333,180.0
2019-10-31,1714,6,1,1,0,0.1429,1.0,180.0
2020-02-29,1714,6,2,2,1,0.25,0.9667,90.0
2020-04-30,1714,6,3,3,0,0.3333,1.0,60.0
2020-05-31,1714,6,3,3,2,0.3333,0.9333,60.0
2020-06-30,1714,6,2,2,0,0.25,1.0,90.0
2020-07-31,1714,6,2,2,0,0.25,1.0,90.0
2020-08-31,1714,6,3,3,0,0.3333,1.0,60.0
2020-09-30,1714,6,2,2,1,0.25,0.9667,90.0
2020-11-30,1714,6,1,1,2,0.1429,0.9333,180.0
2021-02-28,1714,6,2,2,0,0.25,1.0,90.0
2021-03-31,1714,6,5,5,1,0.4545,0.9667,36.0
2021-04-30,1714,6,3,3,1,0.3333,0.9667,60.0
2021-05-31,1714,6,4,4,1,0.4,0.9667,45.0
2021-06-30,1714,6,3,3,1,0.3333,0.9667,60.0
2021-07-31,1714,8,10,8,2,0.5,0.9333,30.0
2021-08-31,1714,9,13,12,4,0.5714,0.8667,22.5
2021-09-30,1714,9,4,4,1,0.3077,0.9667,67.5
2021-10-31,1714,9,2,2,1,0.1818,0.9667,135.0
2021-11-30,1714,9,1,1,0,0.1,1.0,270.0
2021-12-31,1714,9,1,1,1,0.1,0.9667,270.0
2022-01-31,1714,9,1,1,0,0.1,1.0,270.0
2022-02-28,1714,9,3,3,2,0.25,0.9333,90.0
2022-03-31,1714,9,5,5,2,0.3571,0.9333,54.0
2022-04-30,1714,10,8,7,0,0.4118,1.0,42.9
2022-05-31,1714,12,10,8,2,0.4,0.9333,45.0
2022-06-30,1714,15,14,11,1,0.4231,0.9667,40.9
2022-07-31,1714,15,3,3,1,0.1667,0.9667,150.0
2022-08-31,1714,15,4,4,2,0.2105,0.9333,112.5
2022-09-30,1714,15,1,1,1,0.0625,0.9667,450.0
2022-11-30,1714,15,1,1,1,0.0625,0.9667,450.0
2022-12-31,1714,15,1,1,0,0.0625,1.0,450.0
2019-02-28,1715,3,1,1,1,0.25,0.9667,90.0
2019-04-30,1715,3,1,1,1,0.25,0.9667,90.0
2019-06-30,1715,3,1,1,2,0.25,0.9333,90.0
2019-07-31,1715,3,1,1,1,0.25,0.9667,90.0
2019-08-31,1715,3,1,1,0,0.25,1.0,90.0
2019-11-30,1715,3,1,1,1,0.25,0.9667,90.0
2020-01-31,1715,3,1,1,2,0.25,0.9333,90.0
2020-04-30,1715,3,1,1,2,0.25,0.9333,90.0
2020-05-31,1715,3,1,1,0,0.25,1.0,90.0
2021-02-28,1715,3,1,1,1,0.25,0.9667,90.0
2021-03-31,1715,3,2,2,2,0.4,0.9333,45.0
2021-04-30,1715,3,3,3,0,0.5,1.0,30.0
2021-05-31,1715,3,2,2,2,0.4,0.9333,45.0
2021-06-30,1715,4,6,5,2,0.5556,0.9333,24.0
2021-07-31,1715,4,1,1,1,0.2,0.9667,120.0
2021-11-30,1715,4,2,2,0,0.3333,1.0,60.0
2021-12-31,1715,4,2,2,2,0.3333,0.9333,60.0
2022-04-30,1715,4,2,2,2,0.3333,0.9333,60.0
2022-05-31,1715,4,1,1,1,0.2,0.9667,120.0
2022-06-30,1715,4,2,2,1,0.3333,0.9667,60.0
2022-07-31,1715,4,2,2,1,0.3333,0.9667,60.0
2022-08-31,1715,4,1,1,2,0.2,0.9333,120.0
2020-07-31,1716,3,1,1,0,0.25,1.0,90.0
2021-11-30,1716,3,1,1,2,0.25,0.9333,90.0
2022-04-30,1716,3,1,1,0,0.25,1.0,90.0
2019-08-31,1717,3,1,1,2,0.25,0.9333,90.0
2020-04-30,1717,3,1,1,0,0.25,1.0,90.0
2021-02-28,1717,3,1,1,1,0.25,0.9667,90.0
2022-03-31,1717,3,1,1,2,0.25,0.9333,90.0
2020-10-31,1720,3,1,1,0,0.25,1.0,90.0
2021-03-31,1720,3,2,2,1,0.4,0.9667,45.0
2021-04-30,1720,3,2,2,0,0.4,1.0,45.0
2021-05-31,1720,3,4,4,1,0.5714,0.9667,22.5
2021-07-31,1720,3,1,1,0,0.25,1.0,90.0
2021-08-31,1720,3,1,1,2,0.25,0.9333,90.0
2021-09-30,1720,3,3,3,1,0.5,0.9667,30.0
2021-10-31,1720,3,1,1,1,0.25,0.9667,90.0
2021-12-31,1720,3,2,2,2,0.4,0.9333,45.0
2022-01-31,1720,3,1,1,0,0.25,1.0,90.0
2022-03-31,1720,3,2,2,2,0.4,0.9333,45.0
2022-04-30,1720,3,3,3,1,0.5,0.9667,30.0
2022-05-31,1720,3,4,4,1,0.5714,0.9667,22.5
2022-06-30,1720,3,2,2,0,0.4,1.0,45.0
2022-07-31,1720,3,3,3,1,0.5,0.9667,30.0
2022-08-31,1720,3,1,1,0,0.25,1.0,90.0
2022-09-30,1720,3,3,3,0,0.5,1.0,30.0
2022-10-31,1720,3,1,1,1,0.25,0.9667,90.0
2022-12-31,1720,3,3,3,0,0.5,1.0,30.0
2019-01-31,1722,6,2,2,2,0.25,0.9333,90.0
2019-02-28,1722,7,5,4,2,0.3636,0.9333,52.5
2019-03-31,1722,9,14,12,5,0.5714,0.8333,22.5
2019-04-30,1722,10,8,7,2,0.4118,0.9333,42.9
2019-05-31,1722,12,12,10,2,0.4545,0.9333,36.0
2019-06-30,1722,13,11,10,0,0.4348,1.0,39.0
2019-07-31,1722,15,21,19,6,0.5588,0.8,23.7
2019-08-31,1722,16,14,13,2,0.4483,0.9333,36.9
2019-09-30,1722,17,9,8,0,0.32,1.0,63.8
2019-10-31,1722,19,11,9,1,0.3214,0.9667,63.3
2019-11-30,1722,19,5,5,0,0.2083,1.0,114.0
2019-12-31,1722,19,3,3,0,0.1364,1.0,190.0
2020-01-31,1722,19,1,1,1,0.05,0.9667,570.0
2020-02-29,1722,19,3,3,1,0.1364,0.9667,190.0
2020-03-31,1722,20,8,7,0,0.2593,1.0,85.7
2020-04-30,1722,21,8,7,1,0.25,0.9667,90.0
2020-05-31,1722,21,3,3,2,0.125,0.9333,210.0
2020-06-30,1722,24,28,25,4,0.5102,0.8667,28.8
2020-07-31,1722,25,8,7,0,0.2188,1.0,107.1
2020-08-31,1722,26,9,8,1,0.2353,0.9667,97.5
2020-09-30,1722,27,8,7,0,0.2059,1.0,115.7
2020-10-31,1722,27,2,2,1,0.069,0.9667,405.0
2020-11-30,1722,27,3,3,0,0.1,1.0,270.0
2020-12-31,1722,27,3,3,0,0.1,1.0,270.0
2021-01-31,1722,27,4,4,1,0.129,0.9667,202.5
2021-02-28,1722,27,3,3,1,0.1,0.9667,270.0
2021-03-31,1722,27,7,7,0,0.2059,1.0,115.7
2021-04-30,1722,28,12,11,2,0.2821,0.9333,76.4
2021-05-31,1722,31,18,15,0,0.3261,1.0,62.0
2021-06-30,1722,33,20,18,1,0.3529,0.9667,55.0
2021-07-31,1722,36,15,12,2,0.25,0.9333,90.0
2021-08-31,1722,41,24,19,1,0.3167,0.9667,64.7
2021-09-30,1722,43,10,8,0,0.1569,1.0,161.2
2021-10-31,1722,43,4,4,0,0.0851,1.0,322.5
2021-11-30,1722,43,6,6,1,0.1224,0.9667,215.0
2021-12-31,1722,44,10,9,2,0.1698,0.9333,146.7
2022-01-31,1722,45,6,5,0,0.1,1.0,270.0
2022-02-28,1722,47,14,12,0,0.2034,1.0,117.5
2022-03-31,1722,48,13,12,2,0.2,0.9333,120.0
2022-04-30,1722,50,12,10,2,0.1667,0.9333,150.0
2022-05-31,1722,53,17,14,0,0.209,1.0,113.6
2022-06-30,1722,57,20,16,1,0.2192,0.9667,106.9
2022-07-31,1722,59,18,16,0,0.2133,1.0,110.6
2022-08-31,1722,68,42,33,0,0.3267,1.0,61.8
2022-09-30,1722,70,14,12,0,0.1463,1.0,175.0
2022-10-31,1722,73,15,12,2,0.1412,0.9333,182.5
2022-11-30,1722,73,4,4,2,0.0519,0.9333,547.5
2022-12-31,1722,75,10,8,2,0.0964,0.9333,281.2
2019-04-30,1725,3,1,1,1,0.25,0.9667,90.0
2019-05-31,1725,3,2,2,2,0.4,0.9333,45.0
2019-07-31,1725,3,2,2,1,0.4,0.9667,45.0
2019-08-31,1725,3,2,2,0,0.4,1.0,45.0
2019-09-30,1725,3,1,1,0,0.25,1.0,90.0
2019-10-31,1725,3,1,1,2,0.25,0.9333,90.0
2019-11-30,1725,3,2,2,1,0.4,0.9667,45.0
2020-03-31,1725,3,1,1,2,0.25,0.9333,90.0
2020-05-31,1725,3,1,1,2,0.25,0.9333,90.0
2020-06-30,1725,3,1,1,0,0.25,1.0,90.0
2020-07-31,1725,3,1,1,1,0.25,0.9667,90.0
2021-04-30,1725,3,1,1,2,0.25,0.9333,90.0
2021-06-30,1725,3,2,2,1,0.4,0.9667,45.0
2021-07-31,1725,3,1,1,2,0.25,0.9333,90.0
2022-06-30,1725,3,1,1,0,0.25,1.0,90.0
2019-11-30,1726,3,1,1,0,0.25,1.0,90.0
2022-05-31,1726,3,1,1,2,0.25,0.9333,90.0
2022-06-30,1726,3,1,1,0,0.25,1.0,90.0
2022-06-30,1727,12,4,4,2,0.25,0.9333,90.0
2022-12-31,1727,12,2,2,0,0.1429,1.0,180.0
2018-04-30,1728,3,1,1,0,0.25,1.0,90.0
2018-06-30,1728,3,1,1,1,0.25,0.9667,90.0
2018-07-31,1728,3,2,2,2,0.4,0.9333,45.0
2018-08-31,1728,3,1,1,0,0.25,1.0,90.0
2018-10-31,1728,3,1,1,0,0.25,1.0,90.0
2019-02-28,1728,3,1,1,0,0.25,1.0,90.0
2019-03-31,1728,3,3,3,0,0.5,1.0,30.0
2019-04-30,1728,3,3,3,1,0.5,0.9667,30.0
2019-05-31,1728,3,3,3,2,0.5,0.9333,30.0
2019-06-30,1728,3,2,2,0,0.4,1.0,45.0
2019-09-30,1728,3,1,1,0,0.25,1.0,90.0
2019-10-31,1728,3,1,1,0,0.25,1.0,90.0
2020-07-31,1728,3,1,1,0,0.25,1.0,90.0
2020-08-31,1728,3,1,1,1,0.25,0.9667,90.0
2020-09-30,1728,3,1,1,0,0.25,1.0,90.0
2021-09-30,1728,3,1,1,2,0.25,0.9333,90.0
2022-05-31,1728,3,1,1,1,0.25,0.9667,90.0
2019-08-31,1729,3,1,1,1,0.25,0.9667,90.0
2019-10-31,1729,3,1,1,2,0.25,0.9333,90.0
2021-04-30,1729,3,1,1,2,0.25,0.9333,90.0
2021-06-30,1729,3,1,1,0,0.25,1.0,90.0
2021-07-31,1729,3,1,1,0,0.25,1.0,90.0
2022-07-31,1729,3,1,1,2,0.25,0.9333,90.0
2022-10-31,1729,3,1,1,2,0.25,0.9333,90.0
2019-02-28,1730,6,2,2,0,0.25,1.0,90.0
2019-09-30,1730,6,1,1,1,0.1429,0.9667,180.0
2019-10-31,1730,6,2,2,1,0.25,0.9667,90.0
2019-11-30,1730,6,1,1,1,0.1429,0.9667,180.0
2020-02-29,1730,6,1,1,2,0.1429,0.9333,180.0
2020-04-30,1730,6,1,1,2,0.1429,0.9333,180.0
2020-07-31,1730,6,1,1,0,0.1429,1.0,180.0
2020-08-31,1730,6,2,2,2,0.25,0.9333,90.0
2021-06-30,1730,6,2,2,0,0.25,1.0,90.0
2021-07-31,1730,6,3,3,2,0.3333,0.9333,60.0
2021-08-31,1730,6,1,1,0,0.1429,1.0,180.0
2021-09-30,1730,6,1,1,0,0.1429,1.0,180.0
2022-06-30,1730,6,1,1,0,0.1429,1.0,180.0
2019-03-31,1731,3,1,1,0,0.25,1.0,90.0
2020-03-31,1731,3,1,1,2,0.25,0.9333,90.0
2020-05-31,1731,3,1,1,2,0.25,0.9333,90.0
2020-06-30,1731,3,1,1,2,0.25,0.9333,90.0
2021-08-31,1731,3,1,1,1,0.25,0.9667,90.0
2022-07-31,1731,3,1,1,1,0.25,0.9667,90.0
2022-09-30,1732,6,2,2,1,0.25,0.9667,90.0
2022-09-30,1733,6,2,2,2,0.25,0.9333,90.0
2012-08-31,1734,9,3,3,1,0.25,0.9667,90.0
2013-06-30,1734,9,1,1,0,0.1,1.0,270.0
2014-03-31,1734,9,1,1,0,0.1,1.0,270.0
2012-08-31,1735,9,3,3,2,0.25,0.9333,90.0
2013-06-30,1735,9,1,1,2,0.1,0.9333,270.0
2014-03-31,1735,9,1,1,1,0.1,0.9667,270.0
2016-08-31,1740,9,3,3,2,0.25,0.9333,90.0
2016-09-30,1740,9,2,2,2,0.1818,0.9333,135.0
2016-10-31,1740,9,2,2,1,0.1818,0.9667,135.0
2016-11-30,1740,9,2,2,1,0.1818,0.9667,135.0
2016-12-31,1740,10,8,7,2,0.4118,0.9333,42.9
2017-01-31,1740,10,2,2,0,0.1667,1.0,150.0
2017-02-28,1740,10,1,1,2,0.0909,0.9333,300.0
2017-03-31,1740,10,4,4,1,0.2857,0.9667,75.0
2017-04-30,1740,10,2,2,0,0.1667,1.0,150.0
2017-05-31,1740,10,2,2,0,0.1667,1.0,150.0
2017-06-30,1740,10,4,4,2,0.2857,0.9333,75.0
2017-07-31,1740,10,5,5,0,0.3333,1.0,60.0
2017-08-31,1740,10,2,2,0,0.1667,1.0,150.0
2017-09-30,1740,10,1,1,0,0.0909,1.0,300.0
2017-10-31,1740,10,2,2,1,0.1667,0.9667,150.0
2017-12-31,1740,10,5,5,1,0.3333,0.9667,60.0
2018-01-31,1740,10,1,1,1,0.0909,0.9667,300.0
2018-03-31,1740,10,2,2,0,0.1667,1.0,150.0
2018-04-30,1740,10,2,2,1,0.1667,0.9667,150.0
2018-05-31,1740,10,1,1,0,0.0909,1.0,300.0
2018-06-30,1740,10,1,1,1,0.0909,0.9667,300.0
2018-08-31,1740,10,2,2,2,0.1667,0.9333,150.0
2018-10-31,1740,10,1,1,0,0.0909,1.0,300.0
2018-11-30,1740,10,1,1,2,0.0909,0.9333,300.0
2018-12-31,1740,10,1,1,0,0.0909,1.0,300.0
2019-02-28,1740,10,1,1,1,0.0909,0.9667,300.0
2019-06-30,1740,10,1,1,1,0.0909,0.9667,300.0
2020-03-31,1740,10,1,1,2,0.0909,0.9333,300.0
2020-04-30,1740,10,1,1,2,0.0909,0.9333,300.0
2020-07-31,1740,10,2,2,2,0.1667,0.9333,150.0
2020-09-30,1740,10,1,1,2,0.0909,0.9333,300.0
2020-12-31,1740,10,1,1,2,0.0909,0.9333,300.0
2021-02-28,1740,10,1,1,1,0.0909,0.9667,300.0
2021-03-31,1740,10,2,2,1,0.1667,0.9667,150.0
2021-06-30,1740,10,3,3,1,0.2308,0.9667,100.0
2016-08-31,1741,9,3,3,2,0.25,0.9333,90.0
2016-09-30,1741,9,2,2,1,0.1818,0.9667,135.0
2016-10-31,1741,9,2,2,1,0.1818,0.9667,135.0
2016-11-30,1741,9,2,2,1,0.1818,0.9667,135.0
2016-12-31,1741,10,8,7,0,0.4118,1.0,42.9
2017-01-31,1741,10,2,2,1,0.1667,0.9667,150.0
2017-02-28,1741,10,1,1,2,0.0909,0.9333,300.0
2017-03-31,1741,10,4,4,0,0.2857,1.0,75.0
2017-04-30,1741,10,2,2,0,0.1667,1.0,150.0
2017-05-31,1741,10,2,2,2,0.1667,0.9333,150.0
2017-06-30,1741,10,4,4,0,0.2857,1.0,75.0
2017-07-31,1741,10,5,5,1,0.3333,0.9667,60.0
2017-08-31,1741,10,2,2,1,0.1667,0.9667,150.0
2017-09-30,1741,10,1,1,0,0.0909,1.0,300.0
2017-10-31,1741,10,2,2,1,0.1667,0.9667,150.0
2017-12-31,1741,10,5,5,2,0.3333,0.9333,60.0
2018-01-31,1741,10,1,1,1,0.0909,0.9667,300.0
2018-03-31,1741,10,2,2,2,0.1667,0.9333,150.0
2018-04-30,1741,10,2,2,1,0.1667,0.9667,150.0
2018-05-31,1741,10,1,1,2,0.0909,0.9333,300.0
2018-06-30,1741,10,1,1,2,0.0909,0.9333,300.0
2018-08-31,1741,10,2,2,2,0.1667,0.9333,150.0
2018-10-31,1741,10,1,1,1,0.0909,0.9667,300.0
2018-11-30,1741,10,1,1,0,0.0909,1.0,300.0
2018-12-31,1741,10,1,1,1,0.0909,0.9667,300.0
2019-02-28,1741,10,1,1,2,0.0909,0.9333,300.0
2019-06-30,1741,10,1,1,2,0.0909,0.9333,300.0
2020-03-31,1741,10,1,1,2,0.0909,0.9333,300.0
2020-04-30,1741,10,1,1,2,0.0909,0.9333,300.0
2020-07-31,1741,10,2,2,2,0.1667,0.9333,150.0
